Lew Fields
Jamie Getz
Alan Ruck
Philip Seymor Hoffman
Jeremy Davies
Todd Field
Zach Grenier
Nicholas Sadler
Abraham BenRub
Scott Thomson
Jake Busey
Sean Whalen
Joey Slotnick
Anneke deBont
Gregg Weaver
Virgina Gregg
Akihiro Maruyama
Isao Kimura
Kikko Marsuoka
Kikko Marsuoka
Jun Asami
Jun Asami
Yukio Misayama
Jason Patric
Glenn Plummer
s a
s a
s a
jack Webb
Richard Bakalyn
Ken King
Mary Garlington
JeanClaude Drouot
Peter Bowles
Catherine ZetaJones
Lili Taylor
Owen Wilson
Ayllene Gibbons
Anajanette Comer
Tab Huanter
s a
Ray Matheson
Theodore vonEltz
Betty Furness
Arthur Treacer
s a
Ruth Dwyer
Kathryn McGuire
Kathryn McGuire
Ward Crane
Joseph Keaton
Joe Keaton
Buster Keaton~jr
Maurizio Nichetti
Angela Finocchiaro
Patrizio Roversi
s a
Laura Devon
s a
Margaret Leahy
Joe Roberts
Horace Morgan
Maurizio Nichetti
Maurizio Nichetti
Caterina Sylos Labini
Heidi Komarek
s a
s a
Phylllis Haver
Donnelly Rhodes
Roger Perry
Joe Orton
Robe Lowe
Paul McCrane
Natassja Kinski
Mink Stole
David Lochery
Mary Vivian Pearce
Vincent Perez
Jaenne Crain
Mary Phillips
Arthur Pierson
Jean Miljan
Blanche Frederici
Grace Bradley
Casa
Tracey Walker
Fox Harris
Ricky Lake
s a
Matthew Lillard
s a
s a
Patty Hearst
Mink Stole
Susan Lowe
Justin Whalin
Mink Stole
Mary Jo Catlett
Marian Vivian Pearce
Chloe Webb
David Hayman
JeanHugues Anglade
Junior Durkin
Mitzi Green
Jackie Searl
Aino TaubeHenriksson
Liv Ullman
Liv Ullman
Bibi ASndersson
Brigitte Rouan
s a
s a
Carol Lombard
Jay Henry
Al Bridge
Steffi Dunna
Harry Rosenthal
Frank C. Moran
Dewey Robinson
Roger Hanin
Pat Priest
Casey Kasem
Barry Kroeger
Martha ODiriscoll
Janet Beecher
Marianne Basler
Nicole Garcia
Brigitte Rouan
Philippe Galland
Yann Dedet
s a
s a
Frank Moran
Preston Sturges
Ornella Mutti
Richard Romanus
Dom Ameche
Kurtwood Smith
Martin Ferrero
Sig Arno
Roscoe Ates
Alan Bridge
Robert Dudley
Liv Ullman
Franklin Panghorn
Alan Bridge
Georgia Caine
Freddie Steele
Liv Ullman
Russell Crowe
John Polson
Deborah Kennedy
Alan Bridge
s a
Jorgen Lindstrom
s a
Arsenio Hall
Shari Headley
Allison Dean
Madge Sinclair
Paul Bates
Sheila Johnson
Jake Steinfeld
Clint Smith
Arsenio Hall
Arsenio Hall
Arsenio Hall
Frankie Faison
Eriq LaSalle
Vodie CurtisHall
Elaine Kagan
Samuel L. Johnson
Garcelle Beauvais
Feather
Stephanie Simon
Louie Anderson
Lili Taylor
Christina Ricci
Robert Coogan
Mitzi Green
Jackie Searl
Monty Wooly
s a
Cal Kuniholm
s a
Gary Sinise
Mykelti Williamson
John Kennedy
Lyndon Johnson
Richard Nixon
Jarl Kulle
Tom Adams
Karl Stepanek
Felix Felton
Brigitte Valberg
Brigitta Petterson
Kristin Holby
Naima Wifstrand
Ake Fridell
Lars Ekborg
Bengt Ekerod
Donald Pleasance
Thierry LHermite
Ludwig Briand
Arielle Dombasle
Omero Antonutti
Christopher Lord
Massimo Girotti
Christian Marquand
Isabella Rosselini
Victor Sjostrom
Ingrid Thullin
Naima Wilfstrand
Julian Kindahl
Folke Sundquist
Maud Hansson
Gertrude Fridh
Bj\"orn Belvestam
Ake Fridell
Matthew McConaughey
Bill Clinton
Henry Strozier
Michael Chaban
Johnny Depp
Amy Locane
Sherilynn Fenn
Kim McGuire
Susan Tyrell
Iggy Popp
Troy Danahue
Joe Dalessandro
Patty Hearst
Ricki Lake
Colleen Fitzgerald
Leslie Ann Powers
Michael StGerard
Clayton Prince
Ruth Brown
Debbie Harry
Jerry Stiller
Ric Ocasek
Jo Ann Havrilla
s a
s a
Mink Stole
Alan Wendl
Marcel Ophuls
Eric Rohmer
Bud Jamieson
Leo White
Lloyd Bacon
Victor Killian
Jackie Moran
Marcia Mae Jones
Wolfgang Liebeneiber
Luise Ullrich
Willy Eichberger
Marcia Mae Jones
Ayub Khan Din
Frances Barber
Wendy Gazelle
Roland Gift
Gordon Warnecke
Roshan Seth
Shirley Ann Field
Rita Wolf
Joaquim deAlmeida
Desiree Becker
s a
s a
s a
s a
s a
s a
Keanu Reeves
Swoosie Kurtz
Peter Capaldi
Joe Sheridan
Valerie Cogan
Ernest Dorian
Tamara Geva
Se Yung
C.Henry Gordon
Benny Baker
Bong Crosby
Amos'n Andy
Bill Robinson
The Nichols Brothers
The Vienna Boys Choir
Donald meek
George Breakston
Andie McDowall
Lolita Davidovich
Bill Paterson
Lino Capolicchio
Michael Vartan
Michael Vartan
Galatea Ranzi
Renato Carpentieri
Claudio Bigali
Galatea Ranzi
Claudio Bigali
Michael Vartan
Ciro Esposito
Elisa Giani
Gunn Wallgren
Ewa Froeling
Jan Malmsjoe
Jarl Kulle
Boerje Ahlsted
Mona Malm
Pernilla Wallgren
Allan Edwall
Pernilla Allwin
Bertil Guve
Laurie Mock
Paul Bertoya
Gene Kirkwood
Mickey Rooney~jr.
John Goodman
Joe Morton
B.B. King
Halvar Bjork
Ron Livingston
Jennifer Anniston
Gary Cole
David Herman
Ajay Naidu
Stephen Root
Micker Roony
Albert Austin
Dewey Robinson
Elizabeth Perkins
Moroni Olson
Amy Brenneman
Aaron Eckhart
Catherine Keener
Nastassja Kinski
Jason Patric
Neil LaBute
Henrik Galeen
Henrik Galeen
s a
Chris Rock
Kathleen Wilhoite
Aaron Eckhart
Lynn Loring
Sam Jones
Melody Anderson
Chaim Topol
Mariangelo Melato
Tomas Arana
Asia Argento
Feodor Chaliapin~jr.
Barabara Cupisti
Hugh Quarshie
Antonella Vitale
Kathryn Hayes
Olive Deering
Matt Malloy
Stacy Edwards
Aaron Eckhart
Neil LaBute
Anne baxter
Matthias Paul
Angela Winkler
Polfich
s a
s a
Jean Hake
s a
s a
Efrem Zimbalist~jr
David Thornton
Jane Lang Bauer
s a
s a
s a
Susie Ceolho
Allan Garcia
Harry Crocker
Quincy Jones
Penn
Teller
Kathleen Battle
James Levine
Chicago Symphony
Georgia Hale
sidney Miller
Frankie Thomas
Bjorn Andresen
Franco Fabrizi
Carol Andre
Betty Lynn
Baccaloni
Lorraine Bracco
James Belushi
Tony Goldwyn
Charles Chaplin
Chuck Riesner
Albert Austin
Claire Williams
Herbert Nofar
Ann Zarno
Tony Scopoleto
s a
Paul Gunther
Jessie Mathews
Karin Booth
Jackie Butch Jenkins
E-than Hacke
Youki Kodoh
Taris
Martha Ray
Melissa Hayden
Louis Lefebvre
Gilbert Pruchon
le nain Delphin
Fernanda Montenegro
Benicias Oliveira
s a
s a
Jeffrey Gott
Noah Taylor
Armin Stahl
David Helfgott
Geoffrey Rush
Cliff Richards
Lauri Peters
Una Stubbs
Teddy Green
Elke Sommers
Peter Carsten
Marius Goering
Alexandra Stwart
Horace McMahon
Eddie Parker
Helena Carroll
Mitchell Ryan
Jennnifer Lopez
s a
s a
Christina Ricci
Doug E. Doug
Reese Witherspoon
E-than Randall
Sarel Bok
Georgia Hale
Evelyn Guerrero
Betty Kennedy
Sy Kramer
Gloria deHavilland
Mary Elizabeth Mastroianni
Kevin Spacey
Kim Yun
Choi Min Sik
Han Suk Kyu
s a
s a
s a
s a
s a
s a
s a
s a
Richard Kind
s a
s a
s a
Vanessa xx
s a
s a
Sophia loren
s a
Jaqueline Bisset
Gayle Hunnicutt
Sheila Brennan
John Roanne
Godfrey Teale
Gert Froebe
Alberto deMendoza
Maria Rohm
Pam Dawber
s a
s a
s a
s a
Ken Takakura
Aya Takanashi
Dennis Haysbert
Helen Riaume
Marje Walcamp
Cora Drew
Juan DeLaCruz
Stan Adams
Madame Spivey
Jack Dempsay
Cassius Clay
Sidney Potier
sa
s a
Jimmy Gleason
Moroni Olson
Jerome Robart
Phillippe Clevenot
Isabelle Ronayette
Vanessa Larre
sa
sa
Gertrude Flynn
Arch Johnson
Jean Dast\'e
Louis Lefevre
Gilles Margaritis
Carl Duering
Fred Bell
s a
Ted deCorsica
Joe Sawyer
Kola Kwarian
Dick vanPatten
Sorrell Brooke
Minosuke Bando
Kinuyo Tanaka
Toshiko IIzuka
Kinuyo Tanaka
Mark Rylance
JeanClaude Drouot
Fernando rey
Mandi Patinkin
James Spader
M.Emmet Walsh
Samantha Mathis
Marie Dubois
Marc Porel
Claude Mann
Massimo Girotti
Didier Haudepin
Lillian Folley
Wilhamenia Dickins
Jon Cryer
George Wendt
Jeffrey Tambor
Christian Anholt
Samuel West
Pert Barnaby
Barbara Jeffird
Dawn ODay
Murray Kinnell
Gertrude Messenger
Hilda Vaughn
June Preston
s a
Jonny Lee Miller
Ann Magnusson
Elizabeth Perkins
Ramblin' Jack Elliott
Arlo Guthrie
Nora Guthrie
Pete Seeger
Odetta
Dave vanRonk
Aiyana Elliott
Martha Elliott
Lyda Borelli
Dante Capelli
Maria CaseriniGasperini
Mario Bonnard
V.Rossi Pianelli
s a
s a
Richard Dreyfus
s a
John Laroquette
Edward Ruscha
Patrick Bachau
Anne Parillaud
JeanHughes Anglade
Tcheky Karyo
Jaques Boudet
Jean Moore
Jerry Ramos
Robert Blanche
Frances Fuller
Roscoe Kearns
Elizabeth Berkley
Jeanne Triplehorn
Dorithy Malone
Rachel Ticotin
Peter Weller
Kurtwood Smith
Hans vanTongeren
Renee Soutendijk
Andie McDowell
James Spader
Alicia Silverstone
midget actor
Erika Elemak
s a
Tcheka
Jean Reno
Eric Serra
Sylvia Koscina
Maria Roehm
Damon Wagans
Julie Brown
Lou Tellegen
Mlle.~Romain
M.~Maxudian
Glenn Plummer
Byron Keith Minns
Carl Lumbly
LaRita Shelby
Christian Coleman
Kevin best
Anna Paquin
Dana Delaney
s a
s a
s a
Joana
Mieko Harada
Tatsuya Nakadai
Peter
Hisahi Ikawa
Satoshi Terao
Jinpachi Nezu
Daisuke Ryu
Ralph Fiennes
Embeth Davidtz
Leopold Kozlowski
Tatsya Nakadai
Tatsya Nakadai
s a
Tasuya Nkadai
s a
s a
Wayne Knight
s a
Joseph Mazzello
Ariana Richards
Martin Ferrero
s a
Hertha Thiele
Ernst Busch
Martha Wolter
Lili Sch\"onborn
Max Schlotzki
Gerhard Bienert
Robert Maplethorpe
Patti Smith
David Croland
Akira Terao
Mieko Harada
Chishu Ryu
Mai Britt
Henry Morgan
David J. Stewart
Morey Amsterdam
s a
Charles Cyphers
s a
Lynn Carlin
s a
Ben Carruthers
Hugh Hurd
Anthony Ray
s a
Mae Whitman
George
Sachiko Murase
Katherine Cassavetes
Alison Doody
John RhysDavis
Miranda Richardson
Nigel Hawn
Desreta Jackson
Oprah Winfrey
Willard Pugh
Adolph Ceasar
Jesse Bradford
Cameron Boyd
s a
Spalding Gray
Doug McGrath
Jeremy Light
Ken McArity
Ke Huy Kwan
Jules Gray
Ian Holmes
s a
s a
s a
s a
s a
s a
John Travolto
Ralph Theodore
Charles Brown
Al StJohn
May Boley
John Goodman
Brad Johnson
Dante Basco
Oscar Apfel
Scott Kolk
Willam B. Davidson
Jimmy Finlayson
Stanley Fields
Brooks Benedict
Serreau
Maud Eburne
Lucien Lttlefield
Esther Dale
Alexander dArcy
Marie Ouspenskaya
Aurice Moscovich
Gary Busy
Victor Rivers
Rez Cortez
Joonie
Adrian Hoven
Nial McGinnis
Peter vanEyck
Jean Heather
Kevin Pollak
Judith Kavner
Carry Fisher
Gaby Hoffman
Samantha
Kuninori Kodo
Daisuke Kato
Minoru Chaiki
Ben Gazarra
Kyo Machiko
Masayuki Mori
Minoru Chaiki
Djimin Hounson
Matthew McConnaughy
Nigel Hawthorn
Kenji Mizoguchi
Kinuyo Tanaka
Edward Burns
Matt Damon
Tom Sizemore
Jeremy Davies
s a
Giovanni Ribisi
Rudolf Forster
Caroline Neher
Valeska Gert
Ernst Busch
Elizabeth Wendt
Ginette Leclerc
Charpin
Charles Moulin
Orane D\'emazis
Charpin
Harmony Korine
s a
David Caruso
Matahi
Jan Oxenberg
Mae Joffe
Julien Tavernier
Catherine Demongeot
Phillippe Noiret
leon Janney
Mike Myers
Dana Carvey
Tia Carrere
Rachel Ticotin
Lolita Davidovich
Jez Yzad
s a
Gabriel Byunel
Peter Kraus
Fritz Eckhardt
Charles Cioffi
Richard Venture
Richard Bradford
Barton Maclane
Patricia Morrison
Ken Ogata
Ken Ogata
Gabriele Ferzetti
Jean Bouise
Michel Vitold
Acquanetta
Melina mercouri
David Jansen
Jean-Louis Trintigant
Jacques P\'errin
Francois P\erier
Barton Maclane
Jim Varney
Erika Eleniak
Diedrich Bader
Tom Conway
Paul Cavanaugh
Lars Hanson
Karin Kavli
VictorSjostrom
Steven Guttenberg
Meridith Baer
Lisa Reeves
Fernando Fernan Gomez
Manuel Lozano
s a
Kenneth Thomson
Mary Doran
Eddie Kane
William Blakewell
David Duchovny
Gillian Anderson
David Vincent
Martha Ray
Gertrude Michael
Anne Jeffries
percy Kilbride
Charles Kempner
Geoffrey Rush
Taye Diggs
Ali Larter
Bridgette Wilson
Lisa Loeb
s a
s a
s a
s a
Edith Clever
s a
J.Carol Naish
James Gondolfina
John Litgow
Wiliam H. Macy
Dan Hedaya
Tony Shalloul
Max Pomeranc
Joe Mantegna
Joan Allen
Laurence Fishburne
Billie Crystal
Jon Lovitz
Patricia Wettig
Federico Fellini
Ronnie Corbett
James Roberton Justice
Paul Schulze
Dadon
s a
Mary Steenbugen
Edith Meeks
James Lyons
Scott Renderer
Susan Norman
Larry Maxwell
Timothy Carl Carol?
Thelma? Randle
Dan Martin
Milton Winston
Brenda Flicker
Joseph GordonLevitt
Jullianne Moore
Robert Dh\'ery
Michel Galabru
Colette Brosset
Russell Hardie
Mary Carlisle
Monica Potter
Daniel London
Phillip Seymor Hoffman
Maura Tierney
Justin Cooper
s a
Jason Bernard
s a
s a
s a
s a
Eva Bartok
Bernhard Wicki
Steve Cochram
Lyle Bettger
Helene Stanley
Adi Berber
Monique vanVoren
Joyce McKenzie
Robert Bice
Mike Ross
Michael Grainger
Tom Conway
Miiko Taka
Victor Joy
Susan Cabot
William Reynolds
Matthew Lillard
Michael Gorjian
Jason Segel
Carlos Rivas
Louis Javet
Daniel G\'elin
Wlliam Campbell
Jim backus
Claire Kelly
Gale Sondergard
Angelo Rossitto
Rosaura Revueltos
Gerald Hammer
Marylin Monroe
Adele Jergens
Bob Cresse
Jerzy Stuhr
Alicia Silverstone
Ellen McPherson
Bradley Page
Pierre Richard
Mireille Darc
Alberto A. Capozzi
Lydia de Roberti
Ginger Lynn Allen
Scott Layne
Linnea Quigley
Melissa Moore
Yuri Borienko
Bernard Horsfall
George Baker
Desmond Llewelyn
Besie Love
Catherina vonSchell
Dani Sheridan
Mona Chong
Anouska Hempel
Ingri Black
Zara
Sylvana Henriques
Helena Ronee
Geoffrey Cheshire
Irvin Allen
Terry Mountain
James Bree
Virginia North
Steve Plytas
Anica Dobra
Karl Tessler
Josef Bierbichler
Joy Bang
Marlene Clark
Roger Garrett
Slash Marks
Lon Chaney~jr
Ilona Masey
Elana Verduge
William Post~jr.
Robert Sean Leonard
Christian Bale
Frank Whaley
s a
Georges duFresne
JeanMarie Amato
Jaraj
Narfis
Josiana Balasko
Alain Chabat
sa
TickyHolgaldo
Keith Barron
Anthony Ainley
Godfrey James
Bobby Parr
Deelan Mulholland
Steve James
Teresa Graves
Veronica Carlson
Ruggero Raimondo
Teresa Berganza
Kiri TeKanawa
John Macurdy
Edda Moser
Kenneth Riegel
Malcolm King
Eric Adjani
Renee Godfrey
Bill Bevan
Frederic Worlock
Marcus Richardson
Kate nelligan
Rene Koldehoff
Michael Lonsdale
Patricia Morrison
Craig Sheffer
Paul Reubens
s a
s a
Bruce Carlisle
Marshall Bradford
Jean Howell
Bruno VeSota
Jesse Birdsall
s a
Catherine McCormack
Rufus Sewell
Oliver Platt
Jaqueline Bisset
Beatrice Fernier
Robert J. Steinmiller~jr.
Miko Hughes
Gary Sinise
Julia LouisDreyfus
Sami Bouajila
Ouassini Embarek
Sofiane Mammeri
Frederic Andrau
Virginia Madsen
Elias Koteas
Jaques Sernas
Vivian Merchant
s a
Jess Hahn
s a
Derk Bogard
Sue Wallace
Geraldine Griffeth
Karen Meagher
Ron Bain
Alun Lewis
G\"osta Ekman
Hans Alfredson
Margaretha Krook
Wilfred Brambell
Lenmart Nyman
Elisabeth S{\o}oderstrom
Birgitta Andersson
Magnus H\"arenstam
Sure Mangs
Julie Roberts
Oliver Platt
Joshua Rodoy
Elinor OConnel
Benjamin Mouton
Kimberly Scoll
Aerik Egan
Kesha Reed
Sanna Vraa
Deborah Thompson
Nicole Niblack
Ilona Margolis
Angela Paton
Natsumo Ohamo
Fritz Lang
Michel Picoli
I\~naki Aierra
Assumpta Serra
William Petersen
Norma Aleandro
Keith Coogan
Albert Steinr\"uck
Else Heller
Hans Schlettow
Hans Albers
Ana Torrent
s a
s a
Ferando Rey
Glenne Headley
John Caglione~jr
Doug Drexler
Charlie Korsmar
s a
Dick vanDyke
Brad Renfro
Vincent DOnofrio
Angie Dickenson
Oliver Platt
Halle Berrie
Don Cheadle
Robin Strasser
Arthur Roberts
s a
Teresa Graves
Peter Bayliss
Bernard Breslaw
Veronica Carlson
Gail Strickland
Lajos Kovacs
Diane Vacaru
s a
s a
s a
Pamela Brown
Cesare Danova
Henri Garcin
Julien Bertheau
Malcolm Dowell
Cary Guffey
John Hammond
Toni Hudson
s a
Kimberlea Cloughley
Edmond Obrien
Kevin Corrigan
James Wood
Linda Fiorentino
Edmund OBrien
Valentina Cortese
Franco Interlenghi
Tonio Selwart
s a
Morgan Mady
Charles Novub
Miacellis Souty
Laura Myraya
s a
s a
Angela Pleasance
Michael Carter
Lea Padovani
Peter vanEyck
Goeoge Voskovec
Frederic March
Bernard lee
Nancy Nevinson
Irene Pappas
Eduardo Ciannelli
Remak Ramsey
Natascha McElhone
Rupert Graves
Allan Cox
Lena Heady
Amelia Bullmore
Lou Gilbert
Bethel Leslie
John Bowles
Lee H. Montgomery
Timothy Blake
Dan Stroud
Bill Jordan
Dick ONeil
Maria Rochwine
William Jordan
Amy Johnson
Fred Travalena
Arch Johnson
Bill Phillips Murry
Gloria Irizarry
Freeman King
Gailard Sartan
Paul Mooney
Will Jordan
Luella Gear
Harriet Hoctor
Ketti Gallian
Ann Shoemaker
W. Bishop
Henry Sanders
Ricard Y\~niguez
Danny delaPaz
Marta duBois
Margot kidder
Kazuo Kitamura
Yoshiko Tanaka
Heinz Bennent
JeanMarc Bory
Aurore Clement
Anne Lonnberg
s a
s a
s a
s a
Donald Pleasance
Sophie Moreau
Tom Wilkinson
Harriet Walker
Arlene Cockburn
Jonathan RysMeyers
Florence Hoath
Swoosie Kurtz
Martha Plimpton
Harley Cross
Jamey Sheridan
Feodor Chaliapin
Zohra Lampert
Dakin Mathews
Elizabeth Hoffman
Paul Blujanik
Lesley-Anne Down
Kistie Alley
Roseanne Arquette
s a
Peter Hobbs
Merv Griffin
David Schwimmer
Toni Collette
Colleen Camp
Blaine Novak
George Morfogan
Blaine Novak
Jenny Robertson
Stanislav Yaskevich
Dennis Farina
Paula Marshall
Gail OGrady
David Rasche
Jamie Denton
Young
Angelo Rossitto
Lotus Long
Estelle Getty
Robert Lindsay
s a
s a
s a
Liberty mounton
Jami Gertz
Scott Bakula
Ed ONeil
Bill Pullman
Fran Drescher
Lisa Jacub
Lerner
Ian MCNeice
Kyle.T.
Candy Darling
Jackie Curtid
Holly Woodlawn
s a
Joe Dallesandro
Geraldine Smith
s a
s a
Robert LangdonLloyd
Miriam Goldschmidt
Antonin StahlyVishwanathan
Mamadou Diome
Joe Dallesandro
s a
s a
s a
s a
Joe Dallesandro
Jane Forth
Janeane Garofalo
s a
s a
s a
s a
s a
Claude Noiller
Valentine Tessier
Marc OShea
Bronagh Gallagher
Michael Liebman
Lorcan Cranitch
Frank Grimes
Paul Graetz
Gordon Hart
George Regas
Sidney Bracy
Tetsu Komai
Miki Morita
Housely Stevenson~sr.
Frank Lackeen
Udo Kier
Arno Juerging
Vittorio deSica
Maxime McEnery
Joe Dallesandro
Helen Miren
Fionulla Flannegan
Patrick Shoene
Christina Indri
Keanu Reeves
Carmen Mauro
Merceds Sampietro
Ron Sliver
Hector Elizonda
Leslee Udwin
Chris Hunter
Roger Daltree
Richard Graham
Fiona Walker
Lilian Hellman
Andras Ambrus
Andras Morton
Bela Both
Leo Lissek
Alyson Spiro
Janos Kulka
Athena Papadimitriu
John Denver
Vittorio Gassman
Gayle Hunnicutt
s a
s a
s a
s a
Marisa Paredes
Feodor Atkine
Miguel Bosd\'e
Mairata Obsiedo
s a
Francisco Rabal
Loles Leon
Lola Cordona
s a
s a
Julietta Serrano
Romane Bohringer
Elsa Zylberstein
s a
s a
Noah Beery~jr
Enrico LoVerso
Valentina Scalaci
Giuseppe Ieracitano
s a
s a
Simone Genevois
s a
s a
Bruce Campbell
Rick Moranis
Daniel Shalikar
Joshua Shalikar
Jared Rushton
Lloyd E. Bridges
Keri Rissell
Tobey Maguire
Reese Witherspoon
Joan Allen
Barton McLane
s a
Johnny Sands
Shepperd Strudwick
Telly Savales
s a
Dalio
Lino Vertus
Pierre Louis
Simone Sylvestre
Betty Bronson
Mary brian
Cyril Chadwick
Phillippe deLacy
Tim Allen
Sam Huntington
Lolita Davidovich
Davis Ogden Striers
Frank Fay
Ann Shoemaker
Donahue McBride
Liv Ullman
Joe Cunningham
Leonore Lonergan
Athol Fugard
Roshan Seth
Sherma Lagoo
Geraldine James
s a
s a
Terence Mann
Alyson Reed
Cameron English
Robert Carlyle
Mark Addy
Tom Wilknson
Steve Huison
Hugo Speer
Paul Barber
Emily Woof
William Shappe
Lesley Sharpe
Deidre Costello
s a
Leonid Kinsky
s a
Betty Hill
s a
s a
Lou Payton
Dorothy Burgess
Patricia Knox
Margeret Armstrong
Ken Abraham
Ginger Lynn Allen
Linnea Quigley
Karen Russell
Daryl Hannah
C. Thomas Howell
s a
Linda Hayes
Don Dillaway
Clay Clement
Fred Niblo
Edd Byrnes
Aloce Ghostley
Sha Na Na
Barry Pearl
Michael Tucci
Rita Johnson
Tony Franciosa
Judi West
Susan Oliver
Leo G. McCarroll
Wiliam Bendix
Busby Berkeley
Sammy Davis~jr
Mikhail Baryshnikov
Liza Minelli
Peter Sellers Colman
Lynne Frederick
Stuart Wilson
Dennis King
Ray Winstone
Kathe Burke
Charlie CreedMiles
Laila Morse
Edna Dore
s a
Carol Landis
Niels Arestrup
Daran James
James Olsen
Johanna TerSteege
Eniko Borcsok
Peter Androair
Eva Kerekes
Erzsi Pastor
Valeria Golino
John Pankow
George Murcell
Ralph Fiennes
Ralph Fiennes
Ralph Fiennes
Gordon Goodrow
Melvin Stewart
Richard Schaal
s a
Laurence Clavius
Joe Harris
Ted Brooks
Winifred Westover
J.Farrell McDonald
Charles LeMogun
Lori Saunders
Marissa Mathes
Sid Haig
Liza Minelli
Rene Lefevre
Annabella
Luis vanRooten
Alexander Pope
Helene Thimmig
Sig Rumann
Jeffrey Wright
Michael Wincott
Daniel Defoe
Elina Lowenson
Parker Posey
Courtney Love
Iris Wong
Tala Birell
Gregoire Aslan
Raymond Bussieres
Thais Galizky
Vanity
Robert Trebor
Gustav Hammarsten
Anja Lundqvist
Elsa Lindgren
Michael Nyqvist
Emma Samuelson
Sam Kessel
Jessica Liedberg
Ola Norell
sa
Olle Sarri
Shanti Roney
sa
Buck Young
Keith Barcs
Roland Downey~jr
Paxton Whitehead
Adrienne Bobes
Terry Farrar
Charley Grapwin
Grace MacDonald
The Andrews~Sisters
Artur Rubinstein
Zaker Makre
James Cagney
Edward Brophy
Luis vanRooten
Alan badel
Francois Cluzet
s a
Herbie Hancock
Sandra Reaves Phillips
John Berry
Philippe Noiret
s a
s a
s a
Noel Neill
Gerald Green
Jules Buck
Adria Mitchell
Peter Ellis
Peter Ellis
Ken Hutchinson
Charles Bryant
Wilfred Hyde-White
Rosalind Ayres
James Booth
Sig Rumann
Cecil Callaway
Douglas Scott
Louis Prima
Leonid Kinsky
J.Edward Bromberg
Eugene Palette
Phyllis Haver
Montague Love
Marc McDermott
Michael Vavitch
Pasquale Amato
Susana Canales
s a
s a
s a
s a
Didier Bezace
Harp McGuire
Bethel Leslie
Adrienne Marden
Raymond massey
Richard Chulenkan
Brad Weston
Rosco Ates
Jack Estes~jr.
Gordon Wynn
Betsy Hale
Ross Sisters
Rebecca Welles
Buster keaton
s a
Beulah Booker
Julia Adams
Ted deCorsica
Sabine Azema
Philippe Noiret
Pascale Vignal
M.
Jane Birkin
Martine Beswick
Jean Reno
Natascha McElhone
Stellan Skarsgard
Sean Bean
Katerina Witt
Michael Lonsdale
Skipp Sudduth "Larry"
Edward Furlong
Amy Hargreaves
Jamie Marsh
T.Ryder Smith
Niall McGinnis
Andrew Faulds
David Thewlis
Fairuza Balk
Hugh Buckler
Liamu
Bogo
Gladys Hulette
Chief Big Tree
Chief White Spear
Delbert Mann
Viva Tobin
Lorraine McLean
Edward Nugent
Sig Rumann
Ernest Cossart
Angela Green
Jean Wiles
Zamba
Vince Vaughn
Joaquin Phoenix
janeane Garofalo
Georgina Cates
Rita Johnson
Jane greer
Rena Owen
Temuera Morrison
Julian Arahanga
Taungaora Emile
s a
Eugene Palette
John McGuire
Joyce Kay
Douglas Wood
Arhur Hole
Arthur Bryon
Edward Brophy
Etienne Giradot
Ray Barrett
Clare Binney
Graeme Blundell
Wilhelm Dieterle
s a
s a
Cameron Hall
Eileen Way
Cary Elwes
Alicia Silverstone
Jennifer Rubin
Kurtwood Smith
Lewis FitxGerald
Kris McQuade
Caroline Gilmer
Henry Morgan
Richard Crane
Om Puri
Sammy Davis
Joey Bishop
Ilka Chase
s a
s a
s a
s a
s a
s a
Ludwig Stoessel
Johnny Russell
Carmen Boni
Lia Crithi
Hans Junkermann
Max Schreck
Carl Goetz
Karl Platen
Oreste Bilancia
Peter Hammond
Jimmy Edwards
Richard Hearne
John Pertwee
Hiram Sherman
Arthur OCinnell
Soso Dzhachvliani
Lika Kavzharadze
Zaza Koleishvili
Herbert Fritsch
Veleska Hanel
Cora Frost
s a
s a
s a
Midred Natwick
Joe Sawyer
sa
Zelfie Tilbury
Russell Simpson
Geno Lechner
Julian Benedikt
Henry ONeil
David Leland
Rusty Cundieff
Tisha Cambell
s a
Dale Miki
Cathy Down
Robert Foxworth
Robert Gentry
Rusty Condieff
Larry B. Scott
Mark Chrisopher Lawrence
Kasi Lemmons
Shirley TEmple
Douglas Fairbanks
Dorothy Jordan
sa sa
Robert Towne
Nance Allen
Vivian Pickles
Jim Riggs
Julie Christy
s a
JeniferWardLeland
Lisa Chappell
Kiril Mills
Cliff Curtis
Kevin Smith
stone
Roger Imhof
Jean Arless
Jean Arless
Richard Rust
Glenn Corbett
Eugene Leontovich
Alan Bunce
Hope Summers
Rachel Griffiths
James Frein
Newton Blick
Nan Munro
Philip Coolidge
s a
James Dean
Carroll Baker
s a
s a
Sally Todd
Harold Lloyd~jr.
Robert Dix
Edgar Buchanan
Elisha Cook~jr
Keefe Braselle
Edgar Bergen
Peggy McIntyre
June Hedin
Steve Brown
Warren Oland
May Brian
Thomas Beck
